PID,Date,N,P,K,MaxT,MinT,WindSpeed,Humidity ,Precipitation,rainfall,Season,Crop,Production,Production Units,Yield
122858,04-11-2013 00:00,102,16,31,31.2,23.7,2.4,75.3,0,177,Rabi       ,Gram,27059,Tonnes,16.90131168
122859,05-11-2013 00:00,108,31,34,31.3,22.4,2.5,74.1,0,180,Rabi       ,Groundnut,29004,Tonnes,19.22067594
122860,06-11-2013 00:00,113,21,34,31.1,22.1,2.3,70.6,0,172,Rabi       ,Jowar,37774,Tonnes,29.01228879
122861,07-11-2013 00:00,113,31,29,31,22.7,2,69.5,0,175,Rabi       ,Maize,28942,Tonnes,23.45380875
122862,08-11-2013 00:00,101,22,32,31.2,22.8,2.1,70.6,0,180,Rabi       ,Moong(Green Gram),45722,Tonnes,21.48590226
122863,09-11-2013 00:00,99,23,29,31,22.6,2.1,71.9,0,154,Rabi       ,other oilseeds,1188,Tonnes,24.75
122864,10-11-2013 00:00,116,24,32,31,23.1,2.3,72.8,0,172,Rabi       ,Ragi,84,Tonnes,21
122865,11-11-2013 00:00,119,33,32,30.9,22.1,2.3,65.6,0,190,Rabi       ,Rapeseed &Mustard,12780,Tonnes,24.34285714
122866,12-11-2013 00:00,102,26,34,31,21.4,1.7,60.6,0,166,Rabi       ,Rice,25,Tonnes,25
122867,13-11-2013 00:00,101,26,32,31.1,20.7,2.1,60,0,183,Rabi       ,Sesamum,21,Tonnes,21
122868,14-11-2013 00:00,120,32,31,30,20.5,1.9,61.3,0,121,Rabi       ,Urad,24,Tonnes,24
122869,15-11-2013 00:00,112,32,31,29.6,20.6,2.7,64.2,0,132,Whole Year ,Banana,9699,Tonnes,24.74234694
122870,16-11-2013 00:00,103,31,33,29.6,22,2.9,76.5,0,184,Whole Year ,Cashewnut,1735,Tonnes,20.90361446
122871,17-11-2013 00:00,114,39,32,30.7,22.7,2.8,74.1,0,131,Whole Year ,Coconut ,2653,Tonnes,24.33944954
122872,18-11-2013 00:00,113,17,31,31.7,23,1.8,71.6,0,136,Whole Year ,Sugarcane,1793,Tonnes,20.14606742
122873,19-11-2013 00:00,99,31,32,31.7,23,1.9,62.6,2.2,166,Whole Year ,Sunflower,1510,Tonnes,16.77777778
122874,20-11-2013 00:00,112,24,30,31.1,23.8,2,65.3,0,165,Whole Year ,Sweet potato,1890,Tonnes,19.89473684
122875,21-11-2013 00:00,120,25,32,29.1,23.1,2.1,67.4,6.9,189,Whole Year ,Tobacco,6705,Tonnes,24.74169742
122876,22-11-2013 00:00,100,38,33,26.5,23.3,2.4,74,26.7,181,Whole Year ,Turmeric,836,Tonnes,20.9
122877,23-11-2013 00:00,105,21,34,29.2,24.3,2.8,74.5,0,179,Kharif,Arhar/Tur,2020,Tonnes,24.3373494
122878,24-11-2013 00:00,112,18,29,30.5,23.9,2.4,78.6,0,138,Kharif,Bajra,8480,Tonnes,18.51528384
122879,25-11-2013 00:00,107,25,29,31.7,23.7,1.6,74.6,8.6,122,Kharif,Brinjal,7887,Tonnes,16.78085106
122880,26-11-2013 00:00,120,19,31,31.3,22.8,2.3,66.3,2.4,146,Kharif,Cabbage,13271,Tonnes,19.89655172
122881,27-11-2013 00:00,110,24,31,30.2,21.1,2.3,59.5,2.4,164,Kharif,Cashewnut,17524,Tonnes,12.83809524
122882,28-11-2013 00:00,111,20,34,27.1,22.3,2.2,61.3,7.3,146,Kharif,Castor seed,19700,Tonnes,16.7802385
122883,29-11-2013 00:00,118,31,30,29.8,24.4,2,72.8,0,132,Kharif,Cotton(lint),42401,Tonnes,19.89723135
122884,30-11-2013 00:00,100,24,33,31.3,23.2,1.8,72.5,0,150,Kharif,Dry chillies,32706,Tonnes,21.68832891
122885,01-12-2013 00:00,111,37,30,31.1,24,1.5,76.5,0,144,Kharif,Groundnut,21692,Tonnes,14.61725067
122886,02-12-2013 00:00,113,18,31,30.8,24,1.8,77.6,0,162,Kharif,Jowar,12177,Tonnes,7.568054692
122887,03-12-2013 00:00,120,16,31,30.1,23.5,2,72.9,0,161,Kharif,Lemon,136806,Tonnes,24.46896798
122888,04-12-2013 00:00,110,19,34,29.9,21.6,2.3,69.4,0,127,Kharif,Maize,127446,Tonnes,24.29393824
122889,05-12-2013 00:00,102,23,33,29.6,20,2.6,64.9,0,174,Kharif,Mango,103233,Tonnes,20.09597041
122890,06-12-2013 00:00,109,28,32,29.1,19.6,2.2,58.9,0,160,Kharif,Moong(Green Gram),4478,Tonnes,14.97658863
122891,07-12-2013 00:00,104,32,34,28.7,19.4,2.4,63.2,0,147,Kharif,Onion,2320,Tonnes,20.9009009
122892,08-12-2013 00:00,115,34,31,28.6,20,1.5,63.9,2.2,189,Kharif,Papaya,2799,Tonnes,24.33913043
122893,09-12-2013 00:00,109,34,33,29.4,19.8,1.9,56,7.5,144,Kharif,Rice,156479,Tonnes,25.86002314
122894,10-12-2013 00:00,101,33,31,31.6,19.7,1.8,53.8,0,129,Kharif,Sapota,76707,Tonnes,9.435055351
122895,11-12-2013 00:00,100,30,29,31.4,21.5,2.2,55.6,0,171,Kharif,Sesamum,144648,Tonnes,19.47596607
122896,12-12-2013 00:00,119,36,34,30.2,23.5,3.1,69.2,0,139,Kharif,Soyabean,8,Tonnes,0.333333333
122897,13-12-2013 00:00,109,24,31,30,21.2,1.9,62.2,0,160,Kharif,Sugarcane,21,Tonnes,0.35
122898,14-12-2013 00:00,103,36,33,30.5,19,1.5,63.4,0,158,Kharif,Tobacco,11,Tonnes,0.177419355
122899,15-12-2013 00:00,107,36,32,30.3,17.5,2,55,0,158,Kharif,Tomato,25,Tonnes,0.210084034
122900,16-12-2013 00:00,106,36,29,29.9,18.6,1.7,60.3,0,183,Kharif,Turmeric,32,Tonnes,0.268907563
122901,17-12-2013 00:00,110,26,33,29.6,18.2,1.6,58.9,0,175,Kharif,Urad,31,Tonnes,0.264957265
122902,18-12-2013 00:00,118,38,31,29.3,18.6,1.6,64.4,0,131,Rabi       ,Arhar/Tur,2902,Tonnes,0.086222777
122903,19-12-2013 00:00,99,19,31,29.8,18.8,1.5,60.9,0,178,Rabi       ,Bajra,5280,Tonnes,0.158763569
122904,20-12-2013 00:00,117,39,34,29.5,18.4,1.5,57.3,0,143,Rabi       ,Brinjal,7660,Tonnes,0.241077611
122905,21-12-2013 00:00,105,17,29,28.8,19.2,2.3,64.6,0,126,Rabi       ,Cabbage,34,Tonnes,0.213836478
122906,22-12-2013 00:00,100,18,29,28.3,20.5,2.4,65.7,0,135,Rabi       ,Castor seed,42,Tonnes,0.264150943
122907,23-12-2013 00:00,114,30,34,29,20,2,68.9,0,162,Rabi       ,Coriander,42,Tonnes,0.264150943
122908,24-12-2013 00:00,109,35,33,29.2,19,2.3,65.9,0,180,Rabi       ,Cowpea(Lobia),2,Tonnes,0.285714286
122909,25-12-2013 00:00,101,26,32,29.6,19,1.6,64.7,0,151,Rabi       ,Dry chillies,2,Tonnes,0.285714286
122910,26-12-2013 00:00,104,38,29,29.9,19.2,1.9,65.6,0,158,Rabi       ,Gram,2,Tonnes,0.333333333
122911,27-12-2013 00:00,101,39,34,29.4,19.7,1.7,65,0,175,Rabi       ,Groundnut,3615,Tonnes,0.34783027
122912,28-12-2013 00:00,99,34,29,29.4,20,1.7,67.7,0,159,Rabi       ,Jowar,3195,Tonnes,0.344437257
122913,29-12-2013 00:00,115,37,33,28.9,19.2,2.3,67.9,0,184,Rabi       ,Maize,1650,Tonnes,0.176962677
122914,30-12-2013 00:00,105,21,32,29.1,19.4,2.4,67.6,0,143,Rabi       ,Moong(Green Gram),72,Tonnes,0.213649852
122915,31-12-2013 00:00,107,18,30,28.9,19.7,2.4,70.4,0,139,Rabi       ,Onion,82,Tonnes,0.267100977
122916,01-01-2014 00:00,113,38,32,29.5,19.3,2.6,73.9,0,178,Rabi       ,Ragi,81,Tonnes,0.263843648
122917,02-01-2014 00:00,101,26,29,30,18.6,2.2,67.6,0,178,Rabi       ,Rapeseed &Mustard,1,Tonnes,0.333333333
122918,03-01-2014 00:00,120,18,33,30.1,19.1,1.7,66.3,0,167,Rabi       ,Rice,1,Tonnes,0.333333333
122919,04-01-2014 00:00,107,35,34,29,20,2,67,0,156,Rabi       ,Sesamum,,Tonnes,0
122920,05-01-2014 00:00,106,31,32,30.2,20.5,1.6,66.6,0,146,Rabi       ,Sunflower,8,Tonnes,0.347826087
122921,06-01-2014 00:00,107,31,31,29.9,20,2.2,68.2,0,189,Rabi       ,Sweet potato,7,Tonnes,0.333333333
122922,07-01-2014 00:00,105,37,32,30.2,20.8,2.3,71.2,0,145,Rabi       ,Tobacco,4,Tonnes,0.2
122923,08-01-2014 00:00,108,32,30,29.9,20.7,2.7,64.6,0,150,Rabi       ,Tomato,1,Tonnes,0.25
122924,09-01-2014 00:00,101,16,32,30.1,21.5,2.4,67.8,0,126,Rabi       ,Urad,147,Tonnes,0.213352685
122925,10-01-2014 00:00,105,34,33,29.5,21.5,2,69.6,0,144,Whole Year ,Coconut ,173,Tonnes,0.266975309
122926,11-01-2014 00:00,104,30,33,29.9,21.7,2.5,69.1,0,135,Kharif,Arhar/Tur,177,Tonnes,0.263392857
122927,12-01-2014 00:00,104,30,29,29.8,20.6,2,63.3,0,130,Kharif,Bajra,1,Tonnes,0.25
122928,13-01-2014 00:00,103,23,33,29.7,21.5,2.6,64.9,0,138,Kharif,Brinjal,1,Tonnes,0.25
122929,14-01-2014 00:00,102,23,32,29.6,21.4,2.4,64.7,0,140,Kharif,Cabbage,1,Tonnes,0.25
122930,15-01-2014 00:00,116,34,31,29.8,20.9,2,68.6,0,182,Kharif,Cashewnut,157,Tonnes,0.214188267
122931,16-01-2014 00:00,110,28,31,29.7,21,2.3,68.5,0,168,Kharif,Castor seed,176,Tonnes,0.265861027
122932,17-01-2014 00:00,111,21,30,29.6,21.5,3,65.7,0,161,Kharif,Cotton(lint),178,Tonnes,0.264094955
122933,18-01-2014 00:00,99,24,33,29.7,22.5,2.8,70.1,0,186,Kharif,Cowpea(Lobia),9016,Tonnes,0.453019797
122934,19-01-2014 00:00,101,26,29,30.1,21.9,2.9,66.5,0,180,Kharif,Dry chillies,8152,Tonnes,0.402766798
122935,20-01-2014 00:00,103,26,31,29.9,21.7,2.7,70.4,0,141,Kharif,Groundnut,7226,Tonnes,0.345031753
122936,21-01-2014 00:00,115,33,32,29.5,21.2,2.8,72.1,0,125,Kharif,Jowar,6204,Tonnes,0.190242556
122937,22-01-2014 00:00,104,25,33,29.9,21.2,2.8,63.9,0,178,Kharif,Lemon,7239,Tonnes,0.226013925
122938,23-01-2014 00:00,111,16,33,29.5,21.1,2.9,67.8,0,134,Kharif,Maize,10188,Tonnes,0.332658525
122939,24-01-2014 00:00,117,30,32,30,21,2.3,68.5,0,176,Kharif,Mango,2445,Tonnes,0.213835928
122940,25-01-2014 00:00,100,30,29,29.8,20.9,2.6,63.4,0,144,Kharif,Moong(Green Gram),3112,Tonnes,0.266301557
122941,26-01-2014 00:00,112,20,31,30.2,21,2.8,66,0,131,Kharif,Onion,3083,Tonnes,0.263819956
122942,27-01-2014 00:00,109,17,29,29.8,21,3.1,66.2,0,184,Kharif,other oilseeds,8934,Tonnes,0.221924137
122943,28-01-2014 00:00,107,20,30,29.7,21.3,2.2,65.3,0,128,Kharif,Papaya,12637,Tonnes,0.31679619
122944,29-01-2014 00:00,106,35,29,29.7,20.3,2.6,69.1,0,182,Kharif,Ragi,7136,Tonnes,0.184307041
122945,30-01-2014 00:00,110,26,34,29.9,20.5,2.6,66.4,0,155,Kharif,Rice,193,Tonnes,0.376218324
122946,31-01-2014 00:00,107,23,34,29.5,19.7,2.3,68.4,0,139,Kharif,Sapota,296,Tonnes,0.382428941
122947,01-02-2014 00:00,106,18,30,29.6,20.4,2.2,71.9,0,180,Kharif,Sesamum,121,Tonnes,0.424561404
122948,02-02-2014 00:00,99,18,32,30,20.8,2.1,72.8,0,136,Kharif,Small millets,923,Tonnes,0.584917617
122949,03-02-2014 00:00,105,16,32,30.6,20.1,2,62.7,0,159,Kharif,Soyabean,1521,Tonnes,0.730898606
122950,04-02-2014 00:00,109,36,29,31.4,20.2,1.9,59.4,0,181,Kharif,Sugarcane,451,Tonnes,0.501668521
122951,05-02-2014 00:00,118,40,29,31.4,20.9,1.8,52,0,135,Kharif,Tomato,205,Tonnes,0.584045584
122952,06-02-2014 00:00,117,20,30,32,20.5,2.2,53.4,0,187,Kharif,Turmeric,269,Tonnes,0.730978261
122953,07-02-2014 00:00,104,36,32,32.4,20.5,2,55.1,0,143,Kharif,Urad,149,Tonnes,0.501683502
122954,08-02-2014 00:00,99,35,34,32.5,20.8,2.3,56.5,0,176,Rabi       ,Arhar/Tur,22,Tonnes,0.35483871
122955,09-02-2014 00:00,116,38,31,32.9,20.7,2.4,56.1,0,125,Rabi       ,Brinjal,3135,Tonnes,0.65792235
122956,10-02-2014 00:00,101,27,33,32.6,20.7,1.7,52.7,0,136,Rabi       ,Cabbage,3759,Tonnes,0.545890212
122957,11-02-2014 00:00,105,38,33,32.1,21,2.1,55.9,0,189,Rabi       ,Castor seed,680,Tonnes,0.397893505
122958,12-02-2014 00:00,112,27,29,31.7,21.2,2.4,54.4,0,179,Rabi       ,Dry chillies,1318,Tonnes,0.584997781
122959,13-02-2014 00:00,102,18,31,30.5,21.8,3,57.3,0,166,Rabi       ,Gram,1637,Tonnes,0.730803571
122960,14-02-2014 00:00,105,19,29,31.1,22.1,2.4,65.6,0,185,Rabi       ,Groundnut,474,Tonnes,0.501587302
122961,15-02-2014 00:00,101,22,31,30.1,21.8,2.3,65.5,0,159,Rabi       ,Jowar,1043,Tonnes,0.375720461
122962,16-02-2014 00:00,118,21,34,30.4,23,2.7,74.7,0,175,Rabi       ,Maize,3907,Tonnes,0.381990614
122963,17-02-2014 00:00,109,23,29,31.3,22.7,2.7,55.3,0,126,Rabi       ,Moong(Green Gram),1050,Tonnes,0.42527339
122964,18-02-2014 00:00,99,33,34,30.1,21.7,2.4,52.6,0,142,Rabi       ,Onion,6,Tonnes,0.4
122965,19-02-2014 00:00,107,32,32,30.4,20.9,2.5,66.3,0,129,Rabi       ,Ragi,3,Tonnes,0.5
122966,20-02-2014 00:00,119,19,34,30.5,20.2,2.8,65.3,0,133,Rabi       ,Rapeseed &Mustard,2,Tonnes,0.5
122967,21-02-2014 00:00,113,25,34,30.3,21.3,2.2,66.1,0,162,Rabi       ,Rice,5931,Tonnes,0.584680599
122968,22-02-2014 00:00,118,23,32,30.4,21.2,2.4,64,0,121,Rabi       ,Sesamum,15623,Tonnes,0.731003182
122969,23-02-2014 00:00,104,17,29,30.6,23,2.9,67.9,0,146,Rabi       ,Soyabean,5255,Tonnes,0.502006114
122970,24-02-2014 00:00,101,23,31,31.1,21.6,3.2,74.4,0,129,Rabi       ,Sunflower,46108,Tonnes,0.331996457
122971,25-02-2014 00:00,115,16,32,31,21.8,3.1,66.7,0,121,Rabi       ,Tobacco,78844,Tonnes,0.440002232
122972,26-02-2014 00:00,115,19,34,31.2,22.2,2.9,65.7,0,130,Rabi       ,Tomato,55259,Tonnes,0.456003829
122973,27-02-2014 00:00,108,35,31,31.1,22.2,3.1,64.8,0,158,Rabi       ,Urad,2603,Tonnes,0.376101719
122974,28-02-2014 00:00,107,38,32,31.3,21.4,3.2,68.5,0,147,Whole Year ,Banana,1938,Tonnes,0.382022472
122975,01-03-2014 00:00,105,40,29,31,23.1,2.8,76.5,0,176,Whole Year ,Cashewnut,1043,Tonnes,0.42519364
122976,02-03-2014 00:00,112,29,30,30.9,22.7,2,75.5,0,140,Whole Year ,Castor seed,25403,Tonnes,0.382915542
122977,03-03-2014 00:00,116,23,30,30.8,24.3,3.5,72.6,0,137,Whole Year ,Coconut ,21604,Tonnes,0.275994226
122978,04-03-2014 00:00,101,18,33,30.3,23.8,3,76,0,175,Whole Year ,Sannhamp,16691,Tonnes,0.359008001
122979,05-03-2014 00:00,115,26,30,30.3,23,2.6,70.3,0,128,Kharif,Arhar/Tur,128,Tonnes,0.375366569
122980,06-03-2014 00:00,102,16,34,30.6,23.3,2.3,68.7,0,145,Kharif,Bajra,183,Tonnes,0.38125
122981,07-03-2014 00:00,101,23,34,30.8,23.9,2.8,67.5,0,142,Kharif,Brinjal,146,Tonnes,0.424418605
122982,08-03-2014 00:00,113,16,31,30.7,23.9,2.3,66.5,0,170,Kharif,Cabbage,4389,Tonnes,0.298998569
122983,09-03-2014 00:00,110,26,32,30.7,23.1,2.7,65.8,0,141,Kharif,Cashewnut,3767,Tonnes,0.250999467
122984,10-03-2014 00:00,106,21,32,30.7,23,3,64.9,0,189,Kharif,Castor seed,2526,Tonnes,0.421070178
122985,11-03-2014 00:00,118,32,32,32,23.1,2.8,59.7,0,137,Kharif,Cotton(lint),6602,Tonnes,0.458982202
122986,12-03-2014 00:00,112,27,30,31.1,23.7,2.4,62,0,177,Kharif,Cowpea(Lobia),3506,Tonnes,0.234970846
122987,13-03-2014 00:00,120,28,34,33,23.6,2,60,0,178,Kharif,Dry chillies,1841,Tonnes,0.333937965
122988,14-03-2014 00:00,106,23,30,34.2,23.2,2,52.8,0,152,Kharif,Groundnut,3,Tonnes,0.375
122989,15-03-2014 00:00,115,40,30,35.1,23.4,1.7,54,0,180,Kharif,Jowar,2,Tonnes,0.5
122990,16-03-2014 00:00,105,32,34,34.7,23.8,1.6,56.3,0,126,Kharif,Lemon,1,Tonnes,0.5
122991,17-03-2014 00:00,113,38,30,35.4,23.8,1.4,57.9,0,124,Kharif,Maize,1,Tonnes,0.5
122992,18-03-2014 00:00,107,36,29,35.7,24.6,2,50.7,0,182,Kharif,Mango,2,Tonnes,0.5
122993,19-03-2014 00:00,115,29,31,35.6,24.4,1.9,51.9,0,182,Kharif,Moong(Green Gram),3,Tonnes,0.375
122994,20-03-2014 00:00,113,19,29,35.3,24.3,1.7,49.6,0,147,Kharif,Onion,1,Tonnes,0.5
122995,21-03-2014 00:00,100,28,34,35.1,25.1,2,45.8,0,129,Kharif,other oilseeds,7443,Tonnes,0.973959696
122996,22-03-2014 00:00,112,23,33,34.9,25.5,2.2,53.7,0,184,Kharif,Papaya,3136,Tonnes,0.412035212
122997,23-03-2014 00:00,104,28,30,34.4,25.5,2,48.1,0,168,Kharif,Rice,1202,Tonnes,0.383168632
122998,24-03-2014 00:00,110,33,34,34,24.9,2.6,59.9,0,138,Kharif,Sapota,6413350,Nuts,7662.305854
122999,25-03-2014 00:00,99,19,32,34.2,25.1,2.1,60.9,0,161,Kharif,Sesamum,3358992,Nuts,4017.933014
123000,26-03-2014 00:00,102,22,33,34.9,24.8,2.2,57.8,0,184,Kharif,Soyabean,6404076,Nuts,8106.425316
123001,27-03-2014 00:00,115,35,32,35.5,25.2,2.3,53.6,0,183,Kharif,Sugarcane,31934060,Nuts,7667.241297
123002,28-03-2014 00:00,111,23,30,37.3,24.6,1.9,48.4,0,152,Kharif,Tomato,15729168,Nuts,4018.693919
123003,29-03-2014 00:00,107,26,30,37.4,25,1.9,37.6,0,169,Kharif,Turmeric,34924554,Nuts,8108.788948
123004,30-03-2014 00:00,102,20,29,37.8,25.7,1.8,34.7,0,158,Kharif,Urad,674125653,Nuts,13651.51886
123005,31-03-2014 00:00,102,28,29,37.7,26.1,2.2,34.4,0,168,Rabi       ,Arhar/Tur,369060890,Nuts,7426.967922
123006,01-04-2014 00:00,107,37,31,37.7,25.7,2.2,43.1,0,124,Rabi       ,Bajra,613037376,Nuts,12361.61833
123007,02-04-2014 00:00,113,32,33,35.2,24.9,2.3,42.4,0,120,Rabi       ,Brinjal,2528312,Nuts,11759.5907
123008,03-04-2014 00:00,99,18,32,34.8,25.8,2.3,53.4,0,178,Rabi       ,Cabbage,1941072,Nuts,8743.567568
123009,04-04-2014 00:00,109,29,31,36.4,25.4,2.1,47.6,0,182,Rabi       ,Castor seed,2747097,Nuts,12897.16901
123010,05-04-2014 00:00,102,18,34,36,25.5,2.3,41.4,0,137,Rabi       ,Cotton(lint),725372,Nuts,7635.494737
123011,06-04-2014 00:00,117,37,30,35.3,26.1,2.3,47.4,0,140,Rabi       ,Dry chillies,384384,Nuts,4004
123012,07-04-2014 00:00,104,27,31,36,26.7,2.1,54,0,157,Rabi       ,Gram,744660,Nuts,8094.130435
123013,08-04-2014 00:00,112,39,32,36.5,26.6,2.7,55.4,0,168,Rabi       ,Groundnut,11482486,Nuts,11436.73904
123014,09-04-2014 00:00,109,22,29,35.1,26.6,2.4,48.9,0,164,Rabi       ,Jowar,8023244,Nuts,8410.109015
123015,10-04-2014 00:00,101,32,33,36.1,26.7,2,42.9,0,163,Rabi       ,Maize,10348515,Nuts,12635.54945
123016,11-04-2014 00:00,120,32,30,36.1,26.1,2,36.8,0,161,Rabi       ,Moong(Green Gram),19892568,Nuts,11749.8925
123017,12-04-2014 00:00,102,25,32,35.7,27.1,2.4,47.7,0,146,Rabi       ,Onion,14192976,Nuts,8723.402581
123018,13-04-2014 00:00,106,31,32,35.1,27.1,2.7,52.1,0,130,Rabi       ,Ragi,21220329,Nuts,12876.41323
123019,14-04-2014 00:00,113,36,32,34.8,26.1,2.2,62.5,0,160,Rabi       ,Rapeseed &Mustard,486530,Nuts,7602.03125
123020,15-04-2014 00:00,114,39,33,35.4,26.2,2.1,58.7,0,145,Rabi       ,Rice,227136,Nuts,3785.6
123021,16-04-2014 00:00,106,37,30,35.8,25.6,1.9,52.9,2.6,155,Rabi       ,Sesamum,421974,Nuts,8114.884615
123022,17-04-2014 00:00,120,38,33,35.6,26.2,2.4,47.9,0,138,Rabi       ,Soyabean,141468,Nuts,11789
123023,18-04-2014 00:00,119,33,32,35.2,26.1,2.7,54.8,0,135,Rabi       ,Sunflower,113126,Nuts,8702
123024,19-04-2014 00:00,108,36,29,36.3,26,2.5,49.9,0,145,Rabi       ,Sweet potato,117153,Nuts,13017
123025,20-04-2014 00:00,101,18,33,37.2,25.9,2.7,55.5,0,121,Rabi       ,Tobacco,11789,Nuts,11789
123026,21-04-2014 00:00,106,28,29,36.1,26.3,2.5,45.3,0,180,Rabi       ,Tomato,8702,Nuts,8702
123027,22-04-2014 00:00,113,28,30,36.1,26.2,2.7,43.7,0,153,Rabi       ,Urad,13017,Nuts,13017
123028,23-04-2014 00:00,114,37,29,36.5,26.3,2.2,46,0,140,Whole Year ,Coconut ,306514,Nuts,11789
123029,24-04-2014 00:00,117,40,32,36.4,26.8,2.3,47.4,0,186,Whole Year ,Rice,304570,Nuts,8460.277778
123030,25-04-2014 00:00,116,26,29,37.1,27.9,2.1,41.8,0,122,Kharif,Arhar/Tur,429561,Nuts,12634.14706
123031,26-04-2014 00:00,112,39,33,36.7,28.2,2.3,45.6,0,135,Kharif,Bajra,2373274,Nuts,11748.88119
123032,27-04-2014 00:00,100,29,29,36,27.9,2.3,47.3,0,169,Kharif,Castor seed,1077384,Nuts,8759.219512
123033,28-04-2014 00:00,105,30,31,37.4,27.6,2.2,45.6,0,121,Kharif,Cotton(lint),1287287,Nuts,12872.87
123034,29-04-2014 00:00,111,21,34,37.2,27,2.3,49.1,0,126,Kharif,Dry chillies,165046,Nuts,11789
123035,30-04-2014 00:00,120,39,31,36.5,28.1,2.6,48.5,0,148,Kharif,Groundnut,113126,Nuts,8702
123036,01-05-2014 00:00,119,26,32,37,26.8,2.1,46.8,0,142,Kharif,Horse-gram,143187,Nuts,13017
123037,02-05-2014 00:00,102,22,34,35.7,27.3,3,42.6,0,141,Kharif,Jowar,6296928,Nuts,11748
123038,03-05-2014 00:00,108,35,30,36.6,26.7,2.8,54.2,0,172,Kharif,Korra,4460904,Nuts,8729.753425
123039,04-05-2014 00:00,110,30,34,35.5,26.8,2.3,42.8,0,168,Kharif,Maize,6582416,Nuts,12881.44031
123040,05-05-2014 00:00,108,32,30,35.1,25.4,3.2,61.7,0,187,Kharif,Moong(Green Gram),99616798,Nuts,7248.020809
123041,06-05-2014 00:00,114,23,30,34.9,27.6,3,67.9,0,190,Kharif,Ragi,108020616,Nuts,7856.61619
123042,07-05-2014 00:00,119,17,29,35.6,27.8,2.7,61.4,0,143,Kharif,Rice,124788642,Nuts,8770.638319
123043,08-05-2014 00:00,113,16,34,36.4,27.6,3,61.6,0,142,Kharif,Sesamum,56971676,Nuts,8223.394342
123044,09-05-2014 00:00,118,40,29,32.1,26.6,3.1,69.7,51.6,148,Kharif,Sugarcane,62196030,Nuts,8911.882791
123045,10-05-2014 00:00,119,30,31,33.4,24.6,3.1,52.9,18.8,125,Kharif,Sunflower,80139794,Nuts,11574.20479
123046,11-05-2014 00:00,120,34,32,36.6,27.6,3.2,44,0,167,Kharif,Tobacco,36243114,Nuts,11751.98249
123047,12-05-2014 00:00,101,37,29,38.4,28.2,3.3,41.5,0,171,Rabi       ,Dry chillies,26596248,Nuts,8725.80315
123048,13-05-2014 00:00,116,24,32,37.6,28.9,3.2,37.6,0,177,Rabi       ,Gram,39242347,Nuts,12874.78576
123049,14-05-2014 00:00,104,23,29,39.7,28.4,3.3,44,0,156,Rabi       ,Groundnut,249596424,Nuts,11413.77465
123050,15-05-2014 00:00,117,29,34,38.1,28.7,3.3,34,0,153,Rabi       ,Horse-gram,276183360,Nuts,12240
123051,16-05-2014 00:00,109,18,33,38.9,29.1,3.1,32.5,0,140,Rabi       ,Jowar,383806080,Nuts,16934.61348
123052,17-05-2014 00:00,100,34,31,37,29.3,2.9,42.2,0,172,Rabi       ,Ragi,893,Tonnes,0.595333333
123053,18-05-2014 00:00,112,29,31,37,28.2,2.5,42.5,0,153,Rabi       ,Rice,388,Tonnes,0.420368364
123054,19-05-2014 00:00,100,39,30,36.4,28,2.5,45.3,10.5,151,Rabi       ,Sunflower,408,Tonnes,0.558139535
123055,20-05-2014 00:00,105,24,29,37.4,27.3,2.5,54.9,0,123,Rabi       ,Urad,290,Tonnes,0.118901189
123056,21-05-2014 00:00,112,19,32,40,28.9,2.3,45.3,0,126,Kharif,Arhar/Tur,900,Tonnes,0.303848751
123057,22-05-2014 00:00,110,40,34,41.8,30,4.2,41.8,0,126,Kharif,Bajra,385,Tonnes,0.277177826
123058,23-05-2014 00:00,112,37,33,41.1,29.6,3.4,34.1,0,120,Kharif,Castor seed,30,Tonnes,0.24
123059,24-05-2014 00:00,117,36,30,38.2,28.5,3.2,34.9,5.3,189,Kharif,Cotton(lint),49,Tonnes,0.445454545
123060,25-05-2014 00:00,120,34,30,36.2,27.8,3.3,48.1,9.2,186,Kharif,Dry chillies,52,Tonnes,0.335483871
123061,26-05-2014 00:00,106,28,30,35.6,27.7,3.1,57.7,0,187,Kharif,Gram,14,Tonnes,0.636363636
123062,27-05-2014 00:00,120,22,33,36.6,28.5,3,47.6,0,131,Kharif,Groundnut,11,Tonnes,0.733333333
123063,28-05-2014 00:00,104,31,33,36.8,28.3,2.8,48.3,0,155,Kharif,Horse-gram,21,Tonnes,0.552631579
123064,29-05-2014 00:00,117,39,34,37.5,28.6,3,46.6,0,167,Kharif,Jowar,10,Tonnes,0.625
123065,30-05-2014 00:00,103,36,34,37.8,29.4,3.7,46.5,0,154,Kharif,Korra,547,Tonnes,0.243219209
123066,31-05-2014 00:00,106,40,33,39,29.8,4.2,47.4,0,129,Kharif,Maize,4940,Tonnes,0.499040307
123067,01-06-2014 00:00,111,23,30,37,29.2,3.6,44.2,0,123,Kharif,Moong(Green Gram),3711,Tonnes,0.360011641
123068,02-06-2014 00:00,107,38,32,36.7,28.9,2.9,56.7,0,126,Kharif,Ragi,24,Tonnes,0.585365854
123069,03-06-2014 00:00,100,29,33,36.7,26.6,2.6,63.8,14,124,Kharif,Rice,22,Tonnes,0.423076923
123070,04-06-2014 00:00,100,23,29,36.9,27.4,2.7,52.5,0,129,Kharif,Sesamum,17,Tonnes,0.566666667
